CustomerID,CustomerName,City,CustomerSegment
165,Customer 165,Tirupati,VIP
166,Customer 166,Guntur,New
167,Customer 167,Kakinada,Returning
168,Customer 168,Vijayawada,VIP
169,Customer 169,Guntur,VIP
170,Customer 170,Nellore,Returning
171,Customer 171,Anantapur,Returning
172,Customer 172,Visakhapatnam,Returning
173,Customer 173,Ongole,Returning
174,Customer 174,Tirupati,Returning
175,Customer 175,Guntur,New
176,Customer 176,Ongole,VIP
177,Customer 177,Guntur,Returning
178,Customer 178,Anantapur,Returning
179,Customer 179,Tirupati,New
180,Customer 180,Visakhapatnam,New
181,Customer 181,Rajahmundry,New
182,Customer 182,Nellore,Returning
183,Customer 183,Rajahmundry,New
184,Customer 184,Nellore,VIP
185,Customer 185,Nellore,VIP
186,Customer 186,Nellore,Returning
187,Customer 187,Rajahmundry,Returning
188,Customer 188,Nellore,New
189,Customer 189,Kakinada,VIP
190,Customer 190,Vijayawada,Returning
191,Customer 191,Visakhapatnam,Returning
192,Customer 192,Rajahmundry,Returning
193,Customer 193,Ongole,VIP
194,Customer 194,Kakinada,Returning
195,Customer 195,Tirupati,New
196,Customer 196,Visakhapatnam,VIP
197,Customer 197,Ongole,VIP
198,Customer 198,Kurnool,New
199,Customer 199,Rajahmundry,Returning
200,Customer 200,Rajahmundry,New
201,Customer 201,Rajahmundry,VIP
202,Customer 202,Rajahmundry,Returning
203,Customer 203,Ongole,New
204,Customer 204,Rajahmundry,VIP
205,Customer 205,Vijayawada,New
206,Customer 206,Guntur,New
207,Customer 207,Nellore,Returning
208,Customer 208,Ongole,Returning
209,Customer 209,Rajahmundry,Returning
210,Customer 210,Anantapur,New
211,Customer 211,Ongole,New
212,Customer 212,Nellore,Returning
213,Customer 213,Nellore,New
214,Customer 214,Guntur,VIP
215,Customer 215,Nellore,VIP
216,Customer 216,Ongole,New
217,Customer 217,Visakhapatnam,New
218,Customer 218,Tirupati,Returning
219,Customer 219,Visakhapatnam,Returning
220,Customer 220,Kakinada,Returning
221,Customer 221,Nellore,New
222,Customer 222,Visakhapatnam,Returning
223,Customer 223,Guntur,Returning
224,Customer 224,Rajahmundry,New
225,Customer 225,Anantapur,Returning
226,Customer 226,Kakinada,New
227,Customer 227,Guntur,VIP
228,Customer 228,Ongole,New
229,Customer 229,Kakinada,Returning
230,Customer 230,Rajahmundry,VIP
231,Customer 231,Kurnool,VIP
232,Customer 232,Kurnool,New
233,Customer 233,Anantapur,VIP
234,Customer 234,Kurnool,Returning
235,Customer 235,Anantapur,Returning
236,Customer 236,Ongole,Returning
237,Customer 237,Tirupati,VIP
238,Customer 238,Anantapur,VIP
239,Customer 239,Vijayawada,Returning
240,Customer 240,Kakinada,VIP
241,Customer 241,Kurnool,Returning
242,Customer 242,Kurnool,VIP
243,Customer 243,Visakhapatnam,Returning
244,Customer 244,Anantapur,VIP
245,Customer 245,Vijayawada,Returning
246,Customer 246,Kakinada,New
247,Customer 247,Tirupati,Returning
248,Customer 248,Ongole,Returning
249,Customer 249,Visakhapatnam,Returning
250,Customer 250,Anantapur,Returning
251,Customer 251,Rajahmundry,Returning
252,Customer 252,Anantapur,New
253,Customer 253,Kakinada,Returning
254,Customer 254,Tirupati,New
255,Customer 255,Rajahmundry,New
256,Customer 256,Nellore,VIP
257,Customer 257,Vijayawada,Returning
258,Customer 258,Guntur,Returning
259,Customer 259,Guntur,VIP
260,Customer 260,Anantapur,New
261,Customer 261,Guntur,VIP
262,Customer 262,Visakhapatnam,VIP
263,Customer 263,Visakhapatnam,Returning
264,Customer 264,Ongole,Returning
265,Customer 265,Kurnool,VIP
266,Customer 266,Guntur,New
267,Customer 267,Tirupati,New
268,Customer 268,Tirupati,New
269,Customer 269,Rajahmundry,Returning
270,Customer 270,Rajahmundry,VIP
271,Customer 271,Visakhapatnam,New
272,Customer 272,Vijayawada,New
273,Customer 273,Nellore,VIP
274,Customer 274,Anantapur,VIP
275,Customer 275,Rajahmundry,Returning
276,Customer 276,Nellore,New
277,Customer 277,Visakhapatnam,New
278,Customer 278,Kakinada,New
279,Customer 279,Visakhapatnam,VIP
280,Customer 280,Visakhapatnam,VIP
281,Customer 281,Kakinada,Returning
282,Customer 282,Vijayawada,VIP
283,Customer 283,Nellore,Returning
284,Customer 284,Kurnool,Returning
285,Customer 285,Ongole,VIP
286,Customer 286,Guntur,Returning
287,Customer 287,Anantapur,VIP
288,Customer 288,Vijayawada,New
289,Customer 289,Nellore,New
290,Customer 290,Guntur,VIP
291,Customer 291,Nellore,VIP
292,Customer 292,Vijayawada,VIP
293,Customer 293,Guntur,Returning
294,Customer 294,Kakinada,VIP
295,Customer 295,Nellore,Returning
296,Customer 296,Kurnool,New
297,Customer 297,Rajahmundry,Returning
298,Customer 298,Anantapur,Returning
299,Customer 299,Vijayawada,VIP
300,Customer 300,Tirupati,VIP
301,Customer 301,Kakinada,New
302,Customer 302,Vijayawada,Returning
303,Customer 303,Ongole,VIP
304,Customer 304,Rajahmundry,Returning
305,Customer 305,Visakhapatnam,VIP
306,Customer 306,Vijayawada,Returning
307,Customer 307,Ongole,New
308,Customer 308,Nellore,New
309,Customer 309,Kurnool,Returning
310,Customer 310,Ongole,VIP
311,Customer 311,Tirupati,VIP
312,Customer 312,Visakhapatnam,Returning
313,Customer 313,Visakhapatnam,New
314,Customer 314,Anantapur,Returning
315,Customer 315,Visakhapatnam,New
316,Customer 316,Tirupati,VIP
317,Customer 317,Tirupati,New
318,Customer 318,Vijayawada,VIP
319,Customer 319,Guntur,Returning
320,Customer 320,Nellore,New
321,Customer 321,Guntur,New
322,Customer 322,Rajahmundry,New
323,Customer 323,Anantapur,New
324,Customer 324,Kakinada,VIP
325,Customer 325,Kurnool,VIP
326,Customer 326,Ongole,New
327,Customer 327,Anantapur,New
328,Customer 328,Nellore,New
329,Customer 329,Ongole,VIP
330,Customer 330,Vijayawada,Returning
331,Customer 331,Visakhapatnam,New
332,Customer 332,Rajahmundry,VIP
333,Customer 333,Ongole,VIP
334,Customer 334,Tirupati,New
335,Customer 335,Ongole,New
336,Customer 336,Anantapur,Returning
337,Customer 337,Rajahmundry,Returning
338,Customer 338,Guntur,Returning
339,Customer 339,Visakhapatnam,Returning
340,Customer 340,Guntur,New
341,Customer 341,Anantapur,New
342,Customer 342,Visakhapatnam,Returning
343,Customer 343,Visakhapatnam,Returning
344,Customer 344,Ongole,VIP
345,Customer 345,Visakhapatnam,New
346,Customer 346,Visakhapatnam,VIP
347,Customer 347,Tirupati,Returning
348,Customer 348,Vijayawada,New
349,Customer 349,Tirupati,VIP
350,Customer 350,Kurnool,New
351,Customer 351,Ongole,Returning
352,Customer 352,Kurnool,Returning
353,Customer 353,Rajahmundry,VIP
354,Customer 354,Ongole,New
355,Customer 355,Nellore,VIP
356,Customer 356,Nellore,Returning
357,Customer 357,Rajahmundry,Returning
358,Customer 358,Ongole,Returning
359,Customer 359,Rajahmundry,VIP
360,Customer 360,Kurnool,VIP
361,Customer 361,Vijayawada,New
362,Customer 362,Tirupati,New
363,Customer 363,Kurnool,New
364,Customer 364,Kurnool,VIP
365,Customer 365,Vijayawada,Returning
366,Customer 366,Nellore,Returning
367,Customer 367,Kurnool,Returning
368,Customer 368,Vijayawada,VIP
369,Customer 369,Rajahmundry,New
370,Customer 370,Tirupati,VIP
371,Customer 371,Kakinada,VIP
372,Customer 372,Nellore,New
373,Customer 373,Tirupati,Returning
374,Customer 374,Tirupati,Returning
375,Customer 375,Anantapur,Returning
376,Customer 376,Nellore,New
377,Customer 377,Kurnool,Returning
378,Customer 378,Nellore,New
379,Customer 379,Tirupati,VIP
380,Customer 380,Kurnool,VIP
381,Customer 381,Vijayawada,VIP
382,Customer 382,Ongole,Returning
383,Customer 383,Kakinada,Returning
384,Customer 384,Anantapur,Returning
385,Customer 385,Kakinada,VIP
386,Customer 386,Tirupati,New
387,Customer 387,Guntur,VIP
388,Customer 388,Nellore,Returning
389,Customer 389,Ongole,VIP
390,Customer 390,Guntur,New
391,Customer 391,Kurnool,Returning
392,Customer 392,Kurnool,VIP
393,Customer 393,Kurnool,New
394,Customer 394,Kakinada,VIP
395,Customer 395,Vijayawada,Returning
396,Customer 396,Tirupati,New
397,Customer 397,Tirupati,VIP
398,Customer 398,Ongole,Returning
399,Customer 399,Rajahmundry,Returning
400,Customer 400,Ongole,VIP
401,Customer 401,Anantapur,Returning
402,Customer 402,Anantapur,VIP
403,Customer 403,Guntur,VIP
404,Customer 404,Kurnool,New
405,Customer 405,Guntur,VIP
406,Customer 406,Kakinada,VIP
407,Customer 407,Ongole,New
408,Customer 408,Rajahmundry,New
409,Customer 409,Ongole,Returning
410,Customer 410,Ongole,VIP
411,Customer 411,Kakinada,VIP
412,Customer 412,Tirupati,New
413,Customer 413,Tirupati,New
414,Customer 414,Visakhapatnam,Returning
415,Customer 415,Rajahmundry,New
416,Customer 416,Nellore,VIP
417,Customer 417,Guntur,Returning
418,Customer 418,Kurnool,New
419,Customer 419,Nellore,VIP
420,Customer 420,Kakinada,Returning
421,Customer 421,Kakinada,Returning
422,Customer 422,Anantapur,New
423,Customer 423,Guntur,New
424,Customer 424,Guntur,VIP
425,Customer 425,Rajahmundry,New
426,Customer 426,Kakinada,Returning
427,Customer 427,Ongole,Returning
428,Customer 428,Nellore,VIP
429,Customer 429,Visakhapatnam,Returning
430,Customer 430,Rajahmundry,VIP
431,Customer 431,Tirupati,VIP
432,Customer 432,Guntur,VIP
433,Customer 433,Vijayawada,VIP
434,Customer 434,Nellore,VIP
435,Customer 435,Kurnool,Returning
436,Customer 436,Vijayawada,New
437,Customer 437,Kurnool,Returning
438,Customer 438,Kakinada,New
439,Customer 439,Nellore,Returning
440,Customer 440,Nellore,Returning
441,Customer 441,Tirupati,VIP
442,Customer 442,Ongole,VIP
443,Customer 443,Vijayawada,VIP
444,Customer 444,Ongole,New
445,Customer 445,Nellore,New
446,Customer 446,Kurnool,VIP
447,Customer 447,Vijayawada,New
448,Customer 448,Ongole,Returning
449,Customer 449,Visakhapatnam,New
450,Customer 450,Kurnool,New
451,Customer 451,Guntur,Returning
452,Customer 452,Rajahmundry,VIP
453,Customer 453,Tirupati,New
454,Customer 454,Nellore,Returning
455,Customer 455,Ongole,Returning
456,Customer 456,Kakinada,VIP
457,Customer 457,Kakinada,VIP
458,Customer 458,Visakhapatnam,VIP
459,Customer 459,Tirupati,New
460,Customer 460,Vijayawada,VIP
461,Customer 461,Ongole,Returning
462,Customer 462,Tirupati,VIP
463,Customer 463,Tirupati,Returning
464,Customer 464,Rajahmundry,Returning
465,Customer 465,Guntur,New
466,Customer 466,Nellore,Returning
467,Customer 467,Kakinada,Returning
468,Customer 468,Nellore,VIP
469,Customer 469,Nellore,Returning
470,Customer 470,Rajahmundry,VIP
471,Customer 471,Vijayawada,New
472,Customer 472,Nellore,Returning
473,Customer 473,Kakinada,New
474,Customer 474,Anantapur,New
475,Customer 475,Rajahmundry,New
476,Customer 476,Visakhapatnam,New
477,Customer 477,Ongole,Returning
478,Customer 478,Guntur,Returning
479,Customer 479,Rajahmundry,Returning
480,Customer 480,Kurnool,VIP
481,Customer 481,Vijayawada,New
482,Customer 482,Visakhapatnam,VIP
483,Customer 483,Kurnool,Returning
484,Customer 484,Guntur,New
485,Customer 485,Tirupati,New
486,Customer 486,Vijayawada,New
487,Customer 487,Nellore,Returning
488,Customer 488,Kakinada,VIP
489,Customer 489,Nellore,VIP
490,Customer 490,Rajahmundry,New
491,Customer 491,Kakinada,New
492,Customer 492,Vijayawada,Returning
493,Customer 493,Anantapur,New
494,Customer 494,Guntur,VIP
495,Customer 495,Visakhapatnam,VIP
496,Customer 496,Visakhapatnam,New
497,Customer 497,Kakinada,New
498,Customer 498,Kurnool,VIP
499,Customer 499,Kakinada,Returning
500,Customer 500,Kakinada,New
501,Customer 501,Kakinada,VIP
502,Customer 502,Visakhapatnam,VIP
503,Customer 503,Vijayawada,VIP
504,Customer 504,Guntur,VIP
505,Customer 505,Visakhapatnam,Returning
506,Customer 506,Guntur,New
507,Customer 507,Nellore,VIP
508,Customer 508,Guntur,VIP
509,Customer 509,Kurnool,New
510,Customer 510,Vijayawada,VIP
511,Customer 511,Vijayawada,New
512,Customer 512,Guntur,Returning
513,Customer 513,Rajahmundry,Returning
514,Customer 514,Anantapur,VIP
515,Customer 515,Ongole,Returning
516,Customer 516,Kurnool,Returning
517,Customer 517,Guntur,New
518,Customer 518,Kakinada,VIP
519,Customer 519,Ongole,New
520,Customer 520,Kurnool,New
521,Customer 521,Tirupati,Returning
522,Customer 522,Kakinada,Returning
523,Customer 523,Vijayawada,Returning
524,Customer 524,Kakinada,VIP
525,Customer 525,Rajahmundry,Returning
526,Customer 526,Nellore,VIP
527,Customer 527,Kakinada,New
528,Customer 528,Tirupati,VIP
529,Customer 529,Kakinada,New
530,Customer 530,Kurnool,VIP
531,Customer 531,Kurnool,New
532,Customer 532,Tirupati,Returning
533,Customer 533,Nellore,New
534,Customer 534,Ongole,New
535,Customer 535,Vijayawada,New
536,Customer 536,Nellore,New
537,Customer 537,Rajahmundry,New
538,Customer 538,Kakinada,VIP
539,Customer 539,Visakhapatnam,Returning
540,Customer 540,Kakinada,Returning
541,Customer 541,Anantapur,Returning
542,Customer 542,Anantapur,Returning
543,Customer 543,Guntur,New
544,Customer 544,Nellore,VIP
545,Customer 545,Kurnool,VIP
546,Customer 546,Kakinada,VIP
547,Customer 547,Guntur,New
548,Customer 548,Rajahmundry,VIP
549,Customer 549,Ongole,VIP
550,Customer 550,Rajahmundry,VIP
551,Customer 551,Guntur,VIP
552,Customer 552,Ongole,VIP
553,Customer 553,Vijayawada,New
554,Customer 554,Visakhapatnam,VIP
555,Customer 555,Ongole,New
556,Customer 556,Guntur,VIP
557,Customer 557,Vijayawada,New
558,Customer 558,Anantapur,Returning
559,Customer 559,Kurnool,New
560,Customer 560,Ongole,Returning
561,Customer 561,Tirupati,Returning
562,Customer 562,Guntur,VIP
563,Customer 563,Anantapur,New
564,Customer 564,Ongole,Returning
565,Customer 565,Nellore,Returning
566,Customer 566,Visakhapatnam,New
567,Customer 567,Guntur,New
568,Customer 568,Visakhapatnam,New
569,Customer 569,Visakhapatnam,Returning
570,Customer 570,Visakhapatnam,New
571,Customer 571,Kurnool,VIP
572,Customer 572,Ongole,Returning
573,Customer 573,Nellore,New
574,Customer 574,Rajahmundry,VIP
575,Customer 575,Guntur,New
576,Customer 576,Visakhapatnam,Returning
577,Customer 577,Kakinada,New
578,Customer 578,Rajahmundry,VIP
579,Customer 579,Kurnool,VIP
580,Customer 580,Kurnool,New
581,Customer 581,Nellore,VIP
582,Customer 582,Visakhapatnam,New
583,Customer 583,Anantapur,VIP
584,Customer 584,Nellore,Returning
585,Customer 585,Vijayawada,Returning
586,Customer 586,Rajahmundry,Returning
587,Customer 587,Rajahmundry,VIP
588,Customer 588,Guntur,Returning
589,Customer 589,Nellore,VIP
590,Customer 590,Ongole,Returning
591,Customer 591,Guntur,VIP
592,Customer 592,Anantapur,VIP
593,Customer 593,Kurnool,Returning
594,Customer 594,Kurnool,VIP
595,Customer 595,Tirupati,New
596,Customer 596,Kurnool,New
597,Customer 597,Nellore,Returning
598,Customer 598,Vijayawada,Returning
599,Customer 599,Nellore,VIP
600,Customer 600,Nellore,New
601,Customer 601,Nellore,New
602,Customer 602,Guntur,New
603,Customer 603,Guntur,Returning
604,Customer 604,Visakhapatnam,Returning
605,Customer 605,Ongole,Returning
606,Customer 606,Ongole,VIP
607,Customer 607,Nellore,VIP
608,Customer 608,Ongole,VIP
609,Customer 609,Ongole,Returning
610,Customer 610,Anantapur,Returning
611,Customer 611,Guntur,New
612,Customer 612,Anantapur,New
613,Customer 613,Guntur,Returning
614,Customer 614,Rajahmundry,Returning
615,Customer 615,Kurnool,Returning
616,Customer 616,Anantapur,VIP
617,Customer 617,Kakinada,Returning
618,Customer 618,Nellore,VIP
619,Customer 619,Tirupati,Returning
620,Customer 620,Guntur,New
621,Customer 621,Visakhapatnam,New
622,Customer 622,Ongole,VIP
623,Customer 623,Ongole,VIP
624,Customer 624,Tirupati,Returning
625,Customer 625,Tirupati,New
626,Customer 626,Tirupati,VIP
627,Customer 627,Kurnool,New
628,Customer 628,Nellore,New
629,Customer 629,Visakhapatnam,New
630,Customer 630,Kurnool,VIP
631,Customer 631,Anantapur,VIP
632,Customer 632,Visakhapatnam,Returning
633,Customer 633,Nellore,Returning
634,Customer 634,Anantapur,Returning
635,Customer 635,Vijayawada,New
636,Customer 636,Anantapur,Returning
637,Customer 637,Anantapur,New
638,Customer 638,Rajahmundry,Returning
639,Customer 639,Rajahmundry,VIP
640,Customer 640,Nellore,VIP
641,Customer 641,Guntur,Returning
642,Customer 642,Kakinada,Returning
643,Customer 643,Vijayawada,VIP
644,Customer 644,Vijayawada,Returning
645,Customer 645,Nellore,VIP
646,Customer 646,Rajahmundry,Returning
647,Customer 647,Rajahmundry,New
648,Customer 648,Anantapur,VIP
649,Customer 649,Guntur,New
650,Customer 650,Visakhapatnam,Returning
651,Customer 651,Vijayawada,Returning
652,Customer 652,Guntur,VIP
653,Customer 653,Kakinada,New
654,Customer 654,Nellore,VIP
655,Customer 655,Tirupati,Returning
656,Customer 656,Anantapur,VIP
657,Customer 657,Kakinada,Returning
658,Customer 658,Rajahmundry,Returning
659,Customer 659,Vijayawada,Returning
660,Customer 660,Rajahmundry,VIP
661,Customer 661,Ongole,VIP
662,Customer 662,Guntur,Returning
663,Customer 663,Anantapur,New
664,Customer 664,Rajahmundry,Returning
665,Customer 665,Tirupati,Returning
666,Customer 666,Nellore,New
667,Customer 667,Guntur,New
668,Customer 668,Visakhapatnam,VIP
669,Customer 669,Rajahmundry,New
670,Customer 670,Nellore,Returning
671,Customer 671,Kakinada,VIP
672,Customer 672,Anantapur,Returning
673,Customer 673,Tirupati,New
674,Customer 674,Tirupati,New
675,Customer 675,Rajahmundry,VIP
676,Customer 676,Tirupati,New
677,Customer 677,Vijayawada,VIP
678,Customer 678,Guntur,VIP
679,Customer 679,Rajahmundry,Returning
680,Customer 680,Vijayawada,VIP
681,Customer 681,Nellore,Returning
682,Customer 682,Tirupati,Returning
683,Customer 683,Nellore,New
684,Customer 684,Visakhapatnam,Returning
685,Customer 685,Ongole,New
686,Customer 686,Ongole,Returning
687,Customer 687,Vijayawada,New
688,Customer 688,Ongole,Returning
689,Customer 689,Nellore,New
690,Customer 690,Vijayawada,VIP
691,Customer 691,Kakinada,New
692,Customer 692,Vijayawada,Returning
693,Customer 693,Ongole,VIP
694,Customer 694,Visakhapatnam,VIP
695,Customer 695,Visakhapatnam,VIP
696,Customer 696,Visakhapatnam,VIP
697,Customer 697,Vijayawada,New
698,Customer 698,Visakhapatnam,New
699,Customer 699,Kurnool,New
700,Customer 700,Kakinada,Returning
701,Customer 701,Vijayawada,New
702,Customer 702,Guntur,New
703,Customer 703,Vijayawada,VIP
704,Customer 704,Kakinada,New
705,Customer 705,Anantapur,Returning
706,Customer 706,Tirupati,New
707,Customer 707,Visakhapatnam,New
708,Customer 708,Rajahmundry,New
709,Customer 709,Tirupati,Returning
710,Customer 710,Kakinada,New
711,Customer 711,Vijayawada,VIP
712,Customer 712,Kurnool,New
713,Customer 713,Nellore,New
714,Customer 714,Nellore,VIP
715,Customer 715,Guntur,New
716,Customer 716,Guntur,Returning
717,Customer 717,Anantapur,VIP
718,Customer 718,Vijayawada,VIP
719,Customer 719,Vijayawada,VIP
720,Customer 720,Rajahmundry,Returning
721,Customer 721,Kurnool,VIP
722,Customer 722,Tirupati,Returning
723,Customer 723,Visakhapatnam,New
724,Customer 724,Guntur,New
725,Customer 725,Nellore,New
726,Customer 726,Ongole,Returning
727,Customer 727,Rajahmundry,Returning
728,Customer 728,Rajahmundry,VIP
729,Customer 729,Tirupati,New
730,Customer 730,Anantapur,New
731,Customer 731,Anantapur,Returning
732,Customer 732,Vijayawada,Returning
733,Customer 733,Kurnool,Returning
734,Customer 734,Nellore,Returning
735,Customer 735,Kurnool,VIP
736,Customer 736,Rajahmundry,New
737,Customer 737,Kakinada,New
738,Customer 738,Ongole,New
739,Customer 739,Kurnool,New
740,Customer 740,Tirupati,Returning
741,Customer 741,Tirupati,Returning
742,Customer 742,Vijayawada,New
743,Customer 743,Rajahmundry,New
744,Customer 744,Guntur,VIP
745,Customer 745,Tirupati,New
746,Customer 746,Guntur,New
747,Customer 747,Nellore,VIP
748,Customer 748,Nellore,Returning
749,Customer 749,Kurnool,New
750,Customer 750,Visakhapatnam,VIP
751,Customer 751,Rajahmundry,Returning
752,Customer 752,Vijayawada,New
753,Customer 753,Nellore,New
754,Customer 754,Kakinada,New
755,Customer 755,Kurnool,VIP
756,Customer 756,Nellore,New
757,Customer 757,Visakhapatnam,VIP
758,Customer 758,Ongole,VIP
759,Customer 759,Visakhapatnam,Returning
760,Customer 760,Ongole,VIP
761,Customer 761,Vijayawada,VIP
762,Customer 762,Nellore,Returning
763,Customer 763,Ongole,Returning
764,Customer 764,Tirupati,VIP
765,Customer 765,Rajahmundry,VIP
766,Customer 766,Tirupati,Returning
767,Customer 767,Anantapur,New
768,Customer 768,Anantapur,New
769,Customer 769,Visakhapatnam,VIP
770,Customer 770,Vijayawada,Returning
771,Customer 771,Kakinada,VIP
772,Customer 772,Vijayawada,New
773,Customer 773,Kakinada,VIP
774,Customer 774,Tirupati,VIP
775,Customer 775,Kurnool,VIP
776,Customer 776,Guntur,VIP
777,Customer 777,Kakinada,Returning
778,Customer 778,Tirupati,Returning
779,Customer 779,Vijayawada,New
780,Customer 780,Tirupati,VIP
781,Customer 781,Guntur,New
782,Customer 782,Guntur,Returning
783,Customer 783,Visakhapatnam,Returning
784,Customer 784,Nellore,New
785,Customer 785,Kurnool,VIP
786,Customer 786,Guntur,New
787,Customer 787,Kurnool,New
788,Customer 788,Rajahmundry,Returning
789,Customer 789,Ongole,Returning
790,Customer 790,Ongole,New
