OrderID,OrderDate,CustomerID,ProductID,Quantity,OrderValue,OrderStatus,PaymentMethod,Rating,OrderYear,OrderMonth,OrderYearMonth,ComputedValue,ValueVariance,ValueVariancePct,IsDeliveredRating,IsOrderValueOutlier,IsPartialPeriod
49,2024-10-02,1073,278,1,2594,Returned,Wallet,4,2024,10,2024-10,6280,-3686,-0.5869,N,N,N
50,2026-03-15,21936,1233,5,26290,Delivered,Wallet,4,2026,3,2026-03,7835,18455,2.3555,Y,N,N
51,2025-11-17,1347,1887,4,13164,Delivered,Card,4,2025,11,2025-11,27580,-14416,-0.5227,Y,N,N
52,2024-11-30,12635,558,1,4207,Cancelled,Wallet,2,2024,11,2024-11,5296,-1089,-0.2056,N,N,N
53,2024-07-25,9366,1358,3,12537,Delivered,Card,1,2024,7,2024-07,6945,5592,0.8052,Y,N,N
54,2025-05-04,20967,377,3,9783,Delivered,Wallet,5,2025,5,2025-05,18720,-8937,-0.4774,Y,N,N
55,2025-12-12,10609,1144,4,12840,Shipped,UPI,2,2025,12,2025-12,40244,-27404,-0.6809,N,N,N
56,2025-05-11,6712,745,3,23793,Delivered,Wallet,4,2025,5,2025-05,23487,306,0.013,Y,N,N
57,2025-07-09,24599,529,1,9027,Cancelled,UPI,4,2025,7,2025-07,13224,-4197,-0.3174,N,N,N
58,2025-07-10,9565,956,2,2578,Shipped,Wallet,1,2025,7,2025-07,9308,-6730,-0.723,N,N,N
59,2026-04-26,10214,1324,3,28368,Delivered,Wallet,5,2026,4,2026-04,11349,17019,1.4996,Y,N,N
60,2024-12-09,20246,1258,2,8370,Cancelled,Card,5,2024,12,2024-12,15252,-6882,-0.4512,N,N,N
61,2024-07-03,14322,750,5,31350,Delivered,Card,4,2024,7,2024-07,26565,4785,0.1801,Y,N,N
62,2024-05-29,9339,362,5,35545,Cancelled,Wallet,2,2024,5,2024-05,28150,7395,0.2627,N,N,N
63,2025-09-02,2976,471,5,7970,Returned,Card,2,2025,9,2025-09,46685,-38715,-0.8293,N,N,N
64,2026-01-12,11397,150,1,1059,Delivered,UPI,4,2026,1,2026-01,11191,-10132,-0.9054,Y,N,N
65,2025-02-28,11689,206,4,36968,Delivered,NetBanking,5,2025,2,2025-02,2860,34108,11.9259,Y,N,N
66,2024-07-25,21137,877,4,22340,Cancelled,Card,2,2024,7,2024-07,27144,-4804,-0.177,N,N,N
67,2025-11-01,14735,1136,3,23487,Returned,UPI,5,2025,11,2025-11,8982,14505,1.6149,N,N,N
68,2025-11-19,15132,1701,2,12556,Delivered,Wallet,3,2025,11,2025-11,18864,-6308,-0.3344,Y,N,N
69,2025-03-05,8135,573,2,10154,Delivered,COD,5,2025,3,2025-03,20846,-10692,-0.5129,Y,N,N
70,2024-09-11,5230,1040,1,4787,Returned,Wallet,3,2024,9,2024-09,7841,-3054,-0.3895,N,N,N
71,2026-02-14,14328,739,3,12726,Delivered,Card,3,2026,2,2026-02,2487,10239,4.117,Y,N,N
72,2025-08-28,19195,114,5,42795,Shipped,Card,5,2025,8,2025-08,39135,3660,0.0935,N,N,N
73,2025-01-25,20851,1852,1,7293,Delivered,COD,3,2025,1,2025-01,3877,3416,0.8811,Y,N,N
74,2025-04-16,15528,520,5,44680,Delivered,UPI,5,2025,4,2025-04,43040,1640,0.0381,Y,N,N
75,2026-02-03,5704,1549,4,23392,Shipped,Wallet,2,2026,2,2026-02,27000,-3608,-0.1336,N,N,N
76,2025-10-06,4048,1632,2,15148,Shipped,COD,1,2025,10,2025-10,21956,-6808,-0.3101,N,N,N
77,2024-01-17,3794,1378,5,19005,Delivered,COD,5,2024,1,2024-01,65055,-46050,-0.7079,Y,N,N
78,2026-03-27,12730,83,5,44670,Shipped,UPI,4,2026,3,2026-03,9540,35130,3.6824,N,N,N
79,2025-03-24,13927,774,1,7364,Cancelled,COD,3,2025,3,2025-03,7696,-332,-0.0431,N,N,N
80,2025-05-06,22311,1971,4,10424,Delivered,UPI,5,2025,5,2025-05,41808,-31384,-0.7507,Y,N,N
81,2024-09-06,13150,576,1,8925,Shipped,Wallet,2,2024,9,2024-09,120,8805,73.375,N,N,N
82,2024-12-03,1159,1558,5,14040,Returned,Wallet,2,2024,12,2024-12,44535,-30495,-0.6847,N,N,N
83,2025-09-09,6925,192,4,3008,Cancelled,Card,4,2025,9,2025-09,4856,-1848,-0.3806,N,N,N
84,2024-01-09,1059,1638,1,7993,Delivered,NetBanking,1,2024,1,2024-01,7767,226,0.0291,Y,N,N
85,2024-08-03,8257,979,5,41600,Cancelled,UPI,2,2024,8,2024-08,21045,20555,0.9767,N,N,N
86,2026-05-30,24165,272,3,480,Shipped,COD,1,2026,5,2026-05,11328,-10848,-0.9576,N,N,N
87,2024-08-07,24489,56,1,8164,Delivered,UPI,5,2024,8,2024-08,4178,3986,0.954,Y,N,N
88,2025-02-10,20228,1830,4,24896,Cancelled,Wallet,2,2025,2,2025-02,19220,5676,0.2953,N,N,N
89,2026-04-23,18209,1769,2,6378,Returned,Card,1,2026,4,2026-04,27630,-21252,-0.7692,N,N,N
90,2026-03-01,6982,516,4,23560,Returned,COD,5,2026,3,2026-03,8656,14904,1.7218,N,N,N
91,2025-12-17,3517,204,1,5241,Cancelled,UPI,4,2025,12,2025-12,7473,-2232,-0.2987,N,N,N
92,2024-03-25,14523,1567,4,12592,Cancelled,Wallet,2,2024,3,2024-03,42020,-29428,-0.7003,N,N,N
93,2025-02-18,14041,1643,1,6861,Cancelled,Card,4,2025,2,2025-02,8256,-1395,-0.169,N,N,N
94,2025-09-03,9336,1256,3,5295,Returned,Card,3,2025,9,2025-09,35154,-29859,-0.8494,N,N,N
95,2026-05-22,5627,578,1,2711,Delivered,Wallet,5,2026,5,2026-05,1122,1589,1.4162,Y,N,N
96,2025-11-14,18259,643,4,15512,Delivered,Card,5,2025,11,2025-11,55700,-40188,-0.7215,Y,N,N
97,2024-10-16,19588,1591,1,6008,Shipped,Card,5,2024,10,2024-10,2764,3244,1.1737,N,N,N
98,2025-07-31,14936,1934,4,29828,Delivered,NetBanking,1,2025,7,2025-07,4180,25648,6.1359,Y,N,N
99,2026-02-24,12020,1313,1,1321,Delivered,Card,1,2026,2,2026-02,3682,-2361,-0.6412,Y,N,N
100,2025-03-08,18085,1234,4,11216,Shipped,UPI,2,2025,3,2025-03,23156,-11940,-0.5156,N,N,N
101,2026-02-01,12520,547,4,35432,Cancelled,COD,2,2026,2,2026-02,2772,32660,11.7821,N,N,N
102,2025-01-04,10586,888,2,19890,Returned,UPI,5,2025,1,2025-01,7498,12392,1.6527,N,N,N
103,2026-03-16,18423,1504,4,10208,Shipped,COD,3,2026,3,2026-03,31184,-20976,-0.6727,N,N,N
104,2024-12-17,1004,1942,2,624,Shipped,Wallet,5,2024,12,2024-12,10614,-9990,-0.9412,N,N,N
105,2024-06-01,13921,285,3,20181,Delivered,COD,5,2024,6,2024-06,31188,-11007,-0.3529,Y,N,N
106,2024-08-12,11245,40,1,6558,Cancelled,Wallet,4,2024,8,2024-08,10293,-3735,-0.3629,N,N,N
107,2024-07-09,3845,933,3,18561,Delivered,COD,2,2024,7,2024-07,25086,-6525,-0.2601,Y,N,N
108,2025-08-10,22590,1011,1,170,Delivered,COD,5,2025,8,2025-08,13452,-13282,-0.9874,Y,N,N
109,2025-01-02,24274,751,1,4464,Cancelled,NetBanking,2,2025,1,2025-01,12315,-7851,-0.6375,N,N,N
110,2025-06-02,12111,1990,5,32360,Shipped,Wallet,2,2025,6,2025-06,62540,-30180,-0.4826,N,N,N
111,2024-02-08,8039,1514,5,23655,Shipped,UPI,1,2024,2,2024-02,45275,-21620,-0.4775,N,N,N
112,2024-06-03,4249,37,3,23535,Returned,COD,5,2024,6,2024-06,5829,17706,3.0376,N,N,N
113,2025-01-11,11643,1237,1,8792,Returned,COD,1,2025,1,2025-01,10801,-2009,-0.186,N,N,N
114,2025-06-30,7004,180,1,3354,Delivered,NetBanking,5,2025,6,2025-06,13920,-10566,-0.7591,Y,N,N
115,2024-05-25,16941,1396,3,642,Delivered,NetBanking,2,2024,5,2024-05,17172,-16530,-0.9626,Y,N,N
116,2024-08-27,15664,1723,3,8766,Shipped,NetBanking,2,2024,8,2024-08,44721,-35955,-0.804,N,N,N
117,2024-06-15,17260,271,4,26872,Delivered,Card,5,2024,6,2024-06,54300,-27428,-0.5051,Y,N,N
118,2025-06-24,3687,1736,5,8990,Cancelled,COD,1,2025,6,2025-06,74575,-65585,-0.8795,N,N,N
119,2025-10-03,3909,1523,3,27102,Shipped,NetBanking,5,2025,10,2025-10,6471,20631,3.1882,N,N,N
120,2025-09-13,9796,46,2,1230,Delivered,NetBanking,5,2025,9,2025-09,4810,-3580,-0.7443,Y,N,N
121,2024-06-27,19270,1894,5,39925,Delivered,NetBanking,1,2024,6,2024-06,68970,-29045,-0.4211,Y,N,N
122,2025-12-29,20929,989,1,6839,Shipped,NetBanking,5,2025,12,2025-12,3016,3823,1.2676,N,N,N
123,2024-11-13,17546,186,1,6507,Delivered,Card,1,2024,11,2024-11,3281,3226,0.9832,Y,N,N
124,2025-04-20,9947,78,3,11847,Returned,Wallet,3,2025,4,2025-04,6498,5349,0.8232,N,N,N
125,2025-10-06,10109,649,4,27504,Cancelled,NetBanking,5,2025,10,2025-10,15456,12048,0.7795,N,N,N
126,2024-01-05,10314,577,5,11260,Cancelled,NetBanking,1,2024,1,2024-01,13495,-2235,-0.1656,N,N,N
127,2025-03-09,14057,111,4,20832,Delivered,Card,2,2025,3,2025-03,5768,15064,2.6117,Y,N,N
128,2024-02-17,14974,146,1,1431,Delivered,UPI,5,2024,2,2024-02,215,1216,5.6558,Y,N,N
129,2026-04-19,20262,1342,4,18476,Delivered,Card,4,2026,4,2026-04,34660,-16184,-0.4669,Y,N,N
130,2025-01-19,23033,238,2,1250,Delivered,NetBanking,2,2025,1,2025-01,7712,-6462,-0.8379,Y,N,N
131,2025-10-24,4434,1043,5,3750,Cancelled,Wallet,4,2025,10,2025-10,6150,-2400,-0.3902,N,N,N
132,2024-11-22,11752,1160,1,5990,Cancelled,NetBanking,2,2024,11,2024-11,14615,-8625,-0.5901,N,N,N
133,2024-08-08,8524,1416,2,12166,Cancelled,Wallet,5,2024,8,2024-08,7710,4456,0.578,N,N,N
134,2025-03-03,23330,546,3,23547,Shipped,COD,2,2025,3,2025-03,17262,6285,0.3641,N,N,N
135,2024-01-05,15354,15,2,15120,Delivered,Wallet,3,2024,1,2024-01,1786,13334,7.4658,Y,N,N
136,2025-07-30,8300,1249,3,11082,Delivered,Card,3,2025,7,2025-07,24594,-13512,-0.5494,Y,N,N
137,2025-09-21,6476,1476,5,47475,Delivered,Card,4,2025,9,2025-09,22790,24685,1.0832,Y,N,N
138,2026-06-13,21283,456,2,3392,Shipped,Wallet,2,2026,6,2026-06,12692,-9300,-0.7327,N,N,N
139,2025-07-19,6163,713,2,2522,Delivered,NetBanking,4,2025,7,2025-07,24662,-22140,-0.8977,Y,N,N
140,2026-06-15,7001,1325,5,6955,Delivered,UPI,5,2026,6,2026-06,51905,-44950,-0.866,Y,N,N
141,2024-12-26,8620,1293,3,2463,Delivered,Card,2,2024,12,2024-12,34335,-31872,-0.9283,Y,N,N
142,2024-01-24,10874,233,3,696,Shipped,UPI,4,2024,1,2024-01,10089,-9393,-0.931,N,N,N
143,2024-12-03,1097,1972,1,6965,Delivered,Card,4,2024,12,2024-12,14495,-7530,-0.5195,Y,N,N
144,2025-11-11,8435,1511,3,26991,Delivered,NetBanking,3,2025,11,2025-11,9831,17160,1.7455,Y,N,N
145,2025-07-23,15576,1153,1,3849,Returned,Card,5,2025,7,2025-07,14644,-10795,-0.7372,N,N,N
146,2025-07-18,1424,1897,1,4181,Shipped,Card,1,2025,7,2025-07,2994,1187,0.3965,N,N,N
147,2026-03-26,13095,1093,4,30476,Delivered,COD,4,2026,3,2026-03,46724,-16248,-0.3477,Y,N,N
148,2024-11-21,2794,427,4,31408,Cancelled,Wallet,4,2024,11,2024-11,43984,-12576,-0.2859,N,N,N
149,2025-11-24,11262,531,4,11604,Shipped,Card,4,2025,11,2025-11,32708,-21104,-0.6452,N,N,N
150,2025-05-08,22791,661,4,16312,Delivered,NetBanking,4,2025,5,2025-05,20296,-3984,-0.1963,Y,N,N
151,2026-05-13,9330,1138,4,19704,Cancelled,Card,1,2026,5,2026-05,18124,1580,0.0872,N,N,N
152,2026-05-22,12393,1573,1,1903,Delivered,Wallet,3,2026,5,2026-05,7069,-5166,-0.7308,Y,N,N
153,2026-05-08,5418,254,4,6984,Cancelled,NetBanking,5,2026,5,2026-05,15776,-8792,-0.5573,N,N,N
154,2025-08-12,17392,1601,5,27375,Cancelled,Wallet,4,2025,8,2025-08,57130,-29755,-0.5208,N,N,N
155,2026-01-15,14029,1272,2,15304,Returned,NetBanking,5,2026,1,2026-01,16904,-1600,-0.0947,N,N,N
156,2024-04-13,13757,1625,1,9079,Shipped,COD,4,2024,4,2024-04,1129,7950,7.0416,N,N,N
157,2026-04-24,20209,235,2,11832,Cancelled,NetBanking,5,2026,4,2026-04,10316,1516,0.147,N,N,N
158,2024-01-16,24123,553,4,21772,Shipped,UPI,1,2024,1,2024-01,22384,-612,-0.0273,N,N,N
159,2026-05-09,9272,983,4,26680,Delivered,COD,3,2026,5,2026-05,50620,-23940,-0.4729,Y,N,N
160,2025-04-03,19348,1166,4,4972,Shipped,NetBanking,5,2025,4,2025-04,17652,-12680,-0.7183,N,N,N
161,2024-12-24,17350,1041,2,19614,Delivered,Wallet,5,2024,12,2024-12,29208,-9594,-0.3285,Y,N,N
162,2026-04-20,19616,1327,2,12094,Delivered,COD,4,2026,4,2026-04,10600,1494,0.1409,Y,N,N
163,2024-10-14,17916,1905,3,6990,Cancelled,COD,1,2024,10,2024-10,33819,-26829,-0.7933,N,N,N
164,2025-08-05,3460,712,1,2960,Delivered,Wallet,1,2025,8,2025-08,12269,-9309,-0.7587,Y,N,N
165,2025-12-03,23049,24,1,4501,Delivered,UPI,5,2025,12,2025-12,5378,-877,-0.1631,Y,N,N
166,2024-05-28,2330,738,3,24087,Delivered,COD,2,2024,5,2024-05,17397,6690,0.3845,Y,N,N
167,2026-04-03,13048,1162,5,37105,Delivered,Wallet,2,2026,4,2026-04,49870,-12765,-0.256,Y,N,N
168,2025-08-28,16929,490,5,33210,Shipped,UPI,2,2025,8,2025-08,9730,23480,2.4132,N,N,N
169,2026-04-06,24338,940,4,30820,Delivered,Wallet,1,2026,4,2026-04,11576,19244,1.6624,Y,N,N
170,2024-03-07,7978,450,5,26750,Cancelled,UPI,1,2024,3,2024-03,73185,-46435,-0.6345,N,N,N
171,2024-05-08,9776,1795,2,14810,Returned,NetBanking,3,2024,5,2024-05,7730,7080,0.9159,N,N,N
172,2026-06-11,12895,260,5,9675,Delivered,COD,2,2026,6,2026-06,1950,7725,3.9615,Y,N,N
173,2025-09-22,8448,1788,1,8594,Delivered,UPI,4,2025,9,2025-09,10079,-1485,-0.1473,Y,N,N
174,2025-01-04,13352,536,3,3891,Shipped,UPI,1,2025,1,2025-01,36432,-32541,-0.8932,N,N,N
175,2025-02-18,16514,299,5,30490,Shipped,COD,3,2025,2,2025-02,71215,-40725,-0.5719,N,N,N
176,2026-05-25,1089,318,4,19140,Delivered,UPI,5,2026,5,2026-05,26428,-7288,-0.2758,Y,N,N
177,2024-08-21,426,856,4,10196,Delivered,UPI,5,2024,8,2024-08,3280,6916,2.1085,Y,N,N
178,2026-01-31,15302,74,3,26652,Delivered,Card,2,2026,1,2026-01,3849,22803,5.9244,Y,N,N
179,2024-09-03,18976,1864,1,5719,Delivered,COD,4,2024,9,2024-09,3261,2458,0.7538,Y,N,N
180,2025-01-11,21699,1296,3,12588,Cancelled,Card,4,2025,1,2025-01,36144,-23556,-0.6517,N,N,N
181,2026-03-11,16541,1654,5,46840,Delivered,NetBanking,4,2026,3,2026-03,9600,37240,3.8792,Y,N,N
182,2025-06-25,14679,790,4,26800,Delivered,COD,3,2025,6,2025-06,20972,5828,0.2779,Y,N,N
183,2025-12-29,601,949,2,6414,Delivered,Card,5,2025,12,2025-12,20814,-14400,-0.6918,Y,N,N
184,2025-10-18,24312,1349,2,12270,Shipped,UPI,4,2025,10,2025-10,10626,1644,0.1547,N,N,N
185,2024-10-07,23363,1243,4,37484,Delivered,Card,5,2024,10,2024-10,46444,-8960,-0.1929,Y,N,N
186,2024-11-30,21019,22,1,3496,Delivered,NetBanking,4,2024,11,2024-11,7430,-3934,-0.5295,Y,N,N
187,2025-04-12,20482,504,1,4470,Delivered,UPI,1,2025,4,2025-04,1315,3155,2.3992,Y,N,N
188,2024-11-06,19246,653,1,251,Returned,NetBanking,4,2024,11,2024-11,2530,-2279,-0.9008,N,N,N
189,2024-08-05,10589,71,1,3446,Returned,NetBanking,3,2024,8,2024-08,12988,-9542,-0.7347,N,N,N
190,2024-02-14,7605,1220,4,20732,Shipped,Wallet,4,2024,2,2024-02,45188,-24456,-0.5412,N,N,N
191,2025-02-28,15079,424,2,6640,Returned,NetBanking,2,2025,2,2025-02,3040,3600,1.1842,N,N,N
192,2026-04-21,24430,1805,4,38324,Delivered,Wallet,3,2026,4,2026-04,27036,11288,0.4175,Y,N,N
193,2024-08-17,2656,888,3,13005,Returned,Card,4,2024,8,2024-08,11247,1758,0.1563,N,N,N
194,2024-10-24,2120,1494,2,11712,Shipped,UPI,5,2024,10,2024-10,11208,504,0.045,N,N,N
195,2025-02-28,13994,1434,5,39230,Returned,Card,3,2025,2,2025-02,65205,-25975,-0.3984,N,N,N
196,2024-01-19,7547,151,1,6405,Cancelled,Wallet,4,2024,1,2024-01,4119,2286,0.555,N,N,N
197,2024-05-25,17313,1586,1,700,Delivered,COD,3,2024,5,2024-05,12064,-11364,-0.942,Y,N,N
198,2025-02-16,21050,1363,2,19106,Returned,NetBanking,2,2025,2,2025-02,14838,4268,0.2876,N,N,N
199,2024-11-17,6097,1124,2,5426,Returned,UPI,3,2024,11,2024-11,12646,-7220,-0.5709,N,N,N
200,2026-04-15,24245,1097,2,9708,Delivered,UPI,4,2026,4,2026-04,19240,-9532,-0.4954,Y,N,N
201,2024-09-21,1588,1759,2,11986,Shipped,COD,1,2024,9,2024-09,9222,2764,0.2997,N,N,N
202,2024-10-20,20825,1809,2,818,Shipped,NetBanking,3,2024,10,2024-10,21826,-21008,-0.9625,N,N,N
203,2024-01-18,24816,1765,3,3534,Delivered,Card,1,2024,1,2024-01,34299,-30765,-0.897,Y,N,N
204,2024-07-30,6792,684,5,48980,Delivered,NetBanking,3,2024,7,2024-07,10865,38115,3.5081,Y,Y,N
205,2025-03-31,14488,1602,3,897,Returned,COD,1,2025,3,2025-03,7743,-6846,-0.8842,N,N,N
206,2025-05-02,89,195,3,24693,Returned,Card,2,2025,5,2025-05,9183,15510,1.689,N,N,N
207,2024-09-20,9027,780,1,1799,Delivered,COD,2,2024,9,2024-09,10898,-9099,-0.8349,Y,N,N
208,2024-07-04,3020,638,2,9596,Delivered,Card,5,2024,7,2024-07,27784,-18188,-0.6546,Y,N,N
209,2024-07-01,3488,1619,3,4113,Delivered,UPI,1,2024,7,2024-07,41589,-37476,-0.9011,Y,N,N
210,2025-03-21,5065,47,3,4626,Cancelled,UPI,5,2025,3,2025-03,21189,-16563,-0.7817,N,N,N
211,2025-05-29,9276,269,1,5724,Delivered,NetBanking,5,2025,5,2025-05,10457,-4733,-0.4526,Y,N,N
212,2025-12-04,8954,187,2,2450,Delivered,COD,1,2025,12,2025-12,18172,-15722,-0.8652,Y,N,N
213,2025-02-16,20246,197,1,640,Delivered,UPI,5,2025,2,2025-02,10399,-9759,-0.9385,Y,N,N
214,2024-10-14,16983,601,2,18468,Returned,Wallet,1,2024,10,2024-10,5460,13008,2.3824,N,N,N
215,2025-03-08,281,1275,5,20045,Returned,Wallet,4,2025,3,2025-03,22525,-2480,-0.1101,N,N,N
216,2025-10-02,5065,1857,2,17340,Shipped,UPI,2,2025,10,2025-10,13158,4182,0.3178,N,N,N
217,2025-05-25,14200,717,5,9485,Returned,Wallet,3,2025,5,2025-05,73735,-64250,-0.8714,N,N,N
218,2024-02-18,1237,540,5,42500,Returned,UPI,5,2024,2,2024-02,55895,-13395,-0.2396,N,N,N
219,2026-05-13,22898,1977,5,6760,Delivered,Card,3,2026,5,2026-05,22470,-15710,-0.6992,Y,N,N
220,2026-04-15,21626,1906,4,27512,Cancelled,NetBanking,4,2026,4,2026-04,32384,-4872,-0.1504,N,N,N
221,2025-06-09,5618,39,1,8139,Returned,COD,1,2025,6,2025-06,602,7537,12.5199,N,N,N
222,2024-09-05,3612,1192,2,3918,Delivered,COD,4,2024,9,2024-09,9818,-5900,-0.6009,Y,N,N
223,2026-02-02,18943,29,4,1576,Returned,UPI,1,2026,2,2026-02,31880,-30304,-0.9506,N,N,N
224,2024-04-29,21505,352,1,5968,Shipped,Card,1,2024,4,2024-04,7256,-1288,-0.1775,N,N,N
225,2026-05-13,6698,1151,2,19166,Delivered,UPI,1,2026,5,2026-05,3302,15864,4.8044,Y,N,N
226,2025-01-13,16206,45,5,15925,Delivered,Card,1,2025,1,2025-01,71135,-55210,-0.7761,Y,N,N
227,2026-06-28,2184,1923,3,9198,Shipped,NetBanking,3,2026,6,2026-06,3975,5223,1.314,N,N,N
228,2024-03-13,4231,1864,1,1903,Returned,Card,1,2024,3,2024-03,3261,-1358,-0.4164,N,N,N
229,2024-12-24,13223,1319,1,9220,Delivered,Wallet,4,2024,12,2024-12,1647,7573,4.5981,Y,N,N
230,2026-04-10,995,798,4,39196,Delivered,UPI,3,2026,4,2026-04,35148,4048,0.1152,Y,N,N
231,2024-05-05,14358,410,3,24855,Shipped,COD,2,2024,5,2024-05,22494,2361,0.105,N,N,N
232,2026-05-27,19185,1320,5,47780,Shipped,COD,3,2026,5,2026-05,26050,21730,0.8342,N,Y,N
